,id,name,symbol,gecko_id,chain,category,slug,tvl,change_1h,change_1d,change_7d
15,2286,Bybit,-,,Multi-Chain,CEX,bybit,2894.18,-0.22828017751305651,-2.3782379728790346,0.05136476874652374
16,2274,Kucoin,-,,Multi-Chain,CEX,kucoin,2629.07,-0.049680201879908736,-1.7244161288103754,-0.11456932084587379
17,2222,Coinbase Wrapped Staked ETH,-,,Ethereum,Liquid Staking,coinbase-wrapped-staked-eth,2194.91,0.14598615719911834,-2.7492806544717894,3.852521791721955
18,120,Instadapp,INST,instadapp,Ethereum,Services,instadapp,2165.54,0.013471413035915702,-2.2427817761254403,2.8044947969430467
19,2314,Gate-io,-,,Multi-Chain,CEX,gate-io,1844.91,0.38246393757791,-2.0266360121285487,-0.48324842499806664
20,2273,Deribit,-,,Multi-Chain,CEX,deribit,1807.62,-0.16297237204275916,-2.8861416593232576,2.1711055468432505
21,900,Rocket Pool,RPL,rocket-pool,Ethereum,Liquid Staking,rocket-pool,1766.86,-0.09346765768444243,-1.7891990728256388,6.186210307863391
22,194,PancakeSwap AMM,CAKE,,Multi-Chain,Dexes,pancakeswap-amm,1576.73,-0.09028301630904423,-2.990415412577761,-7.529306304463546
23,2352,Bitget,-,,Multi-Chain,CEX,bitget,1557.22,0.04256295527791565,-0.8711644715903333,-0.5872328193051715
24,591,Multichain,MULTI,multichain,Multi-Chain,Bridge,multichain,1532.51,-0.03698154124647601,-1.09850324915719,-4.902985397681334
25,1599,AAVE V3,AAVE,,Multi-Chain,Lending,aave-v3,1511.29,-0.12555063787391418,-4.077038480485285,2.509518478877638
26,691,JustStables,USDJ,just-stablecoin,Tron,CDP,juststables,1310.82,-0.21284190209274811,-1.8375707133103703,-2.0909817631088146
27,114,Compound,COMP,,Ethereum,Lending,compound,1297.28,-0.06262798964171168,-2.0535858244766843,1.188090464838453
28,2197,Uniswap V2,UNI,,Ethereum,Dexes,uniswap-v2,1170.11,-0.09899042257603696,-0.14825772845060214,
29,2611,Balancer V2,BAL,,Multi-Chain,Dexes,balancer-v2,925.05,-0.12668577880829446,-2.791297462728778,-0.722792458466742
30,2293,Bitmex,-,,Multi-Chain,CEX,bitmex,808.47,-0.0859155852041198,-2.7277239080588487,1.081205583289389
31,212,Venus,XVS,venus,Binance,Lending,venus,787.8,0.15628188253612052,-2.037636990344069,0.5758943172593689
32,270,Liquity,LQTY,liquity,Ethereum,CDP,liquity,736.29,-0.10165211436397215,-2.4864886573435285,2.3586849248550266
33,337,GMX,GMX,gmx,Multi-Chain,Derivatives,gmx,615.48,-0.7276390426380601,-2.381898401193965,-6.2827198876045
34,2088,Compound V3,COMP,,Multi-Chain,Lending,compound-v3,577.49,-0.2181797251751334,-2.840157220303581,-0.061031430002486786
35,2295,SwissBorg,-,,Multi-Chain,CEX,swissborg,556.02,-0.1153831970196677,-1.8366172197914779,0.34837500461075877
36,1918,Aura,AURA,aura-finance,Ethereum,Yield,aura,531.8,-0.05459175573315633,-2.50543599465918,0.5744924915020562
37,113,Yearn Finance,YFI,yearn-finance,Multi-Chain,Yield Aggregator,yearn-finance,449.92,0.15009050724223982,-1.614364022375014,1.776642435288096
38,2221,Frax Ether,-,,Ethereum,Liquid Staking,frax-ether,432.17,-0.11452301698578538,-2.0940086364143298,8.412075525120358
39,1571,Stargate,STG,stargate-finance,Multi-Chain,Cross Chain,stargate,421.92,-0.030601703622551213,-0.3386653121715426,-2.3937231366640788
40,115,Synthetix,SNX,havven,Multi-Chain,Synthetics,synthetix,411.69,-0.8510633624165109,-4.4795553160211625,
41,119,SushiSwap,SUSHI,sushi,Multi-Chain,Dexes,sushiswap,389.39,-0.16490414367336825,,-0.25372310355271566
42,690,SUNSwap V1,SUN,,Tron,Dexes,sunswap-v1,387.36,-0.1272669555843322,-1.4280150056021483,-6.863320485350982
43,2301,Korbit,-,,Multi-Chain,CEX,korbit,382.97,-0.05324175949533583,-1.8651227868346894,2.85697962325348
44,1541,Portal,-,,Multi-Chain,Bridge,portal,368.28,0.2711693861358526,-0.48400852074883005,0.45602949657843794
45,144,dYdX,DYDX,dydx,Ethereum,Derivatives,dydx,355.75,0.048844780768789064,-0.036577696778167024,3.669404337439204
46,2373,Binance US,-,,Ethereum,CEX,binance-us,348.14,-0.2235881936683768,-3.9527084114230746,-1.9674039242420918
47,2769,PancakeSwap AMM V3,CAKE,,Multi-Chain,Dexes,pancakeswap-amm-v3,335.42,-0.0263668678874609,-0.2820649218564597,
48,2168,Morpho Aave,MORPHO,,Ethereum,Lending,morpho-aave,320.8,-0.10891470947512971,-2.4664482687459923,3.758836537855828
49,326,Beefy,BIFI,beefy-finance,Multi-Chain,Yield Aggregator,beefy,294.1,-0.034553516824431085,-0.2805984291103698,-2.058151871896385
50,2435,Nexo,-,nexo,Multi-Chain,CEX,nexo,293.87,-0.1660810960564305,-3.485561251419483,-0.5224349035902804
51,1796,Poly Network,-,,Multi-Chain,Bridge,poly-network,292.42,-0.06273836710293779,-3.290188935669832,-2.334126200985338
52,148,Tornado Cash,TORN,tornado-cash,Multi-Chain,Privacy,tornado-cash,290.08,-0.04355486617509996,-2.7188881451445894,3.2480724043158347
53,2995,PulseX,PLSX,,Pulse,Dexes,pulsex,285.19,-1.8214184072098618,-30.993721109243054,-40.70993685148048
54,122,Nexus Mutual,NXM,nxm,Ethereum,Insurance,nexus-mutual,271.71,-0.17368270288393717,-1.9427453335286344,2.7856427847051606
55,1793,Bwatch,BOX,b-watch-box,Mixin,Indexes,bwatch,270.73,-0.10773364921161033,-3.138291649040795,1.6373772121231838
56,2706,Radiant V2,RDNT,,Multi-Chain,Lending,radiant-v2,256.51,0.007289902264503212,-0.8327244166832344,1.779410727299009
57,132,hBTC,-,,Ethereum,Bridge,hbtc,252.65,0.12796815014930019,-2.5564742103988607,0.12796815014930019
58,347,Abracadabra,SPELL,spell-token,Multi-Chain,CDP,abracadabra,242.89,-0.008807315202659538,-0.08013932439965288,-0.43586659455041854
59,1765,UniCrypt,UNCX,unicrypt-2,Multi-Chain,Launchpad,unicrypt,239.99,-0.049211439151363834,-2.1746927098039635,
60,1799,Velodrome,VELO,velodrome-finance,Optimism,Dexes,velodrome,230.06,-0.1727052808071221,-2.518524073670605,-5.4355627058279055
61,1807,PinkSale,PINKSALE,pinksale,Multi-Chain,Launchpad,pinksale,219.87,0.022360561754283026,,
62,502,Coinwind,COW,coinwind,Multi-Chain,Yield,coinwind,211.99,0.03018886196932158,-1.175534338760329,0.2981696181712863
63,641,Arrakis V1,-,,Multi-Chain,Liquidity manager,arrakis-v1,210.28,-0.024971480897391984,-1.480306441443517,-0.38393171885905986
64,295,Stacks Staking,STX,blockstack,Stacks,Chain,stacks-staking,208.36,0.44715660345787,6.880786360399242,-23.35583527787074
65,657,Synapse,SYN,synapse-2,Multi-Chain,Bridge,synapse,189.14,-0.27683634317685346,-1.9035161609911881,-1.2497112796954752
66,2678,Alpaca Lending,ALPACA,,Multi-Chain,Lending,alpaca-lending,185.13,0.42154378292389083,-1.6556157372667997,16.643171562480546
67,2904,Lybra Finance,LBR,lybra-finance,Ethereum,CDP,lybra-finance,183.03,-0.17294081511660409,1.2661448681958944,157.50131824682273
68,373,BiSwap,BSW,biswap,Binance,Dexes,biswap,178.45,0.022480703677942415,-2.6791613844278857,-1.122964449525412
69,277,StakeWise,SWISE,stakewise,Multi-Chain,Liquid Staking,stakewise,176.56,-0.08782155525652513,-2.33097164866318,3.029528209324539
70,704,Chainge Finance,CHNG,chainge-finance,Fusion,Dexes,chainge-finance,171.46,-0.22135198593232985,-0.3524735932048202,1.0196801344886808
71,831,VVS Finance,VVS,vvs-finance,Cronos,Dexes,vvs-finance,164.53,-0.009545289499598653,-1.0512613683898167,-1.0676856309256522
72,2076,Fraxlend,-,,Ethereum,Lending,fraxlend,156.54,-0.20540339126694107,-3.7316975641268613,3.489419259688262
73,1054,ChainPort,PORTX,chainport,Multi-Chain,Bridge,chainport,156.44,0.009798262132903801,-3.075177649294403,-1.8798361258310763
74,278,Ankr,ANKR,ankr,Multi-Chain,Liquid Staking,ankr,154.93,-0.06353923828214647,-2.4723924941373525,0.9630059294924393
75,1217,Parallel Liquid Crowdloan,-,,Multi-Chain,Liquid Staking,parallel-liquid-crowdloan,153.72,-0.19158730986008266,-3.7924447299456148,0.5950820336299927
76,129,xDAI Stake Bridge,STAKE,xdai-stake,Ethereum,Chain,xdai-stake-bridge,149.65,0.11968143938123887,-1.4642382588699263,2.964886461255986
77,231,Lightning Network,-,,Bitcoin,Payments,lightning-network,145.05,-0.12317778070205065,-3.1382426062476867,1.6966518494858036
78,383,Osmosis DEX,OSMO,osmosis,Osmosis,Dexes,osmosis-dex,140.72,-0.48227074322116437,-2.7240839967851116,-4.895390575267982
79,1981,Orbit Bridge,ORC,orbit-chain,Multi-Chain,Bridge,orbit-bridge,136.04,-0.01686834126249437,-0.8135056561943514,0.6416160823077348
80,1773,BendDAO Lending,BEND,,Ethereum,NFT Lending,benddao-lending,135.02,-0.019909682893043623,-2.0431152941191044,0.3217688025728904
81,2914,Binance staked ETH,-,,Multi-Chain,Liquid Staking,binance-staked-eth,133.53,-0.04179101278913322,-2.4310998843241407,3.0792339480917974
82,3005,SUNSwap V2,SUN,,Tron,Dexes,sunswap-v2,131.84,-0.008591215317750311,-0.5799293750916092,-14.399846432691021
83,1879,Acala LCDOT,ACA,,Acala,Liquid Staking,acala-lcdot,129.74,-0.3703703703703809,1.3182674199623534,1.127819548872182
84,359,Frax,FXS,,Ethereum,Algo-Stables,frax,127.23,0.04688589614541172,-0.7370806220801143,-0.09470858814917449
85,467,Benqi Lending,QI,benqi,Avalanche,Lending,benqi-lending,126.74,0.002770987008176462,-3.4479608540557933,0.8027114393530184
86,801,cBridge,CELR,celer-network,Multi-Chain,Bridge,cbridge,125.43,-0.022842840851964752,-1.8604095904040179,-3.693573237397146
87,345,Alpaca Leveraged Yield Farming,ALPACA,alpaca-finance,Multi-Chain,Leveraged Farming,alpaca-leveraged-yield-farming,125.3,-0.4975938440452552,-7.814173921631507,-30.39819178460384
88,1166,DefiChain DEX,DFI,defichain,DefiChain,Dexes,defichain-dex,125.12,-0.1964602724658988,-2.03860584566506,1.1414131802510923
89,1115,Tectonic,TONIC,tectonic,Cronos,Lending,tectonic,124.69,0.03209773590850773,-0.32998596189874263,0.05479054019947682
90,116,Balancer V1,BAL,,Ethereum,Dexes,balancer-v1,122.14,-0.19249648025048316,-4.122240637160374,1.042991327427842
91,279,StakeHound,-,stakehound,Ethereum,Liquid Staking,stakehound,122.08,-0.10165211436395793,-2.330812122733775,2.835774041294698
92,2414,Blur Bids,BLUR,blur,Ethereum,NFT Marketplace,blur-bids,115.64,-0.06792569073451205,-6.6832949596036855,-2.303002394089532
93,2313,Firi,-,,Multi-Chain,CEX,firi,112.85,-0.127288912355894,-2.292739569528621,3.528128215172316
94,140,Kava Lend,HARD,kava-lend,Kava,Lending,kava-lend,111.73,-0.038910054483508816,-1.9946008730296825,15.793743171919061
95,2907,Chronos,CHR,chronos-finance,Arbitrum,Dexes,chronos,111.41,-0.5736604304005368,-4.095626120230435,-14.386124908018274
96,484,Marinade Finance,MNDE,marinade,Solana,Liquid Staking,marinade-finance,107.41,-4.331230876578644,-1.6795960224604016,10.868601627776144
97,1044,Stader,SD,stader,Multi-Chain,Liquid Staking,stader,106.89,-0.3285484847612423,-3.6630697448408256,1.4033404286123385
98,1864,Team Finance,SWAP,trustswap,Multi-Chain,Launchpad,team-finance,105.14,-0.042697138955389846,-1.90333114664341,
99,2305,MaskEX,-,,Multi-Chain,CEX,maskex,103.65,0.476290686006962,-1.34698927404267,0.14432871421350058
100,412,Thorchain,RUNE,thorchain,Multi-Chain,Dexes,thorchain,103.55,-0.5011666843959119,-3.626117301661182,1.7947054188285279
101,2542,Ondo Finance,-,,Ethereum,RWA,ondo-finance,103.5,0.0,-0.5545773311472004,-0.07586525564482827
102,177,DefiSaver,-,,Ethereum,Services,defisaver,102.25,-0.11574670546016819,-2.4905307345186856,-10.796008773824425
103,1167,DefiChain Loans,DFI,,DefiChain,Synthetics,defichain-loans,102.2,-0.04888465433164413,-2.6686000362285682,
104,126,Loopring,LRC,loopring,Ethereum,Dexes,loopring,101.23,-0.37927951096642687,-3.3711783357520204,-0.9971301962526411
105,2616,Conic Finance,CNC,,Ethereum,Yield,conic-finance,101.23,-0.0001018040154008304,0.5161372867745939,5.136406879978523
106,508,KlaySwap,KSP,klayswap-protocol,Klaytn,Dexes,klayswap,100.57,-0.18196398796041535,-2.3940145641068113,1.3442121763114585
107,355,Gamma,GAMMA,gamma-strategies,Multi-Chain,Liquidity manager,gamma,100.38,-0.16308078747259458,-1.8247496397011815,-5.153980442477888
108,2292,Cake DeFi,-,,Multi-Chain,CEX,cake-defi,98.78,-0.0878527810194214,-3.092442771367587,-0.2126343995695379
109,2415,OKC Liquid Staking,-,,OKExChain,Liquid Staking,okc-liquid-staking,96.98,0.12362252974466514,-2.189541750835616,0.6310673430896259
110,431,SUN.io,SUN,sun-token,Tron,Dexes,sun.io,96.03,0.07654610755641045,-0.06621131865355778,3.5392804357795598
111,1427,Benqi Staked Avax,-,,Avalanche,Liquid Staking,benqi-staked-avax,95.64,0.0026231448449323125,-3.871724935634276,1.559989118040079
112,2346,WOO X,-,,Multi-Chain,CEX,woo-x,94.86,-0.1227969298891054,-3.6955182231293406,0.6768552983419625
113,1700,Wombat Exchange,WOM,wombat-exchange,Multi-Chain,Dexes,wombat-exchange,93.11,-0.05272547021584728,-2.9122891357882565,-13.948494944741157
114,435,Hop Protocol,HOP,hop-protocol,Multi-Chain,Cross Chain,hop-protocol,91.71,-0.32446852285768557,-2.012728446118359,-0.9593007527637667
115,2307,Camelot V2,GRAIL,,Arbitrum,Dexes,camelot-v2,90.45,-0.30488018715527687,-4.124053730933369,-2.792590563188071
116,504,Mento,-,celo,Multi-Chain,Algo-Stables,mento,89.74,-0.4089289324904115,-2.9184896852517994,-1.498004519300551
117,797,Katana DEX,-,,Ronin,Dexes,katana-dex,88.18,-0.07263389084850758,-3.1049763295175836,5.925844325499668
118,2517,ParaSpace Lending,-,,Multi-Chain,NFT Lending,paraspace-lending,82.25,-0.23190063969644825,-1.3364879517332326,10.78182080332428
119,306,Quickswap Dex,QUICK,quickswap,Polygon,Dexes,quickswap-dex,80.53,-0.03562339260868441,-2.108113687894118,-0.4384094150247648
120,753,RealT Tokens,-,,xDai,RWA,realt-tokens,79.57,0.0341249111851738,-0.0318022579602939,0.5057089555839553
121,382,Pendle,PENDLE,pendle,Multi-Chain,Yield,pendle,79.13,0.029619682643271972,-2.5863961837252987,8.736537872031505
122,266,Set Protocol,-,,Ethereum,Indexes,set-protocol,77.8,-0.1512719876410813,-3.153081934492292,2.211277501457417
123,2190,Sushi BentoBox,SUSHI,,Multi-Chain,Yield,sushi-bentobox,76.98,-0.03678206492045888,-1.5858899609247885,1.8316870819474786
124,225,Enzyme Finance,MLN,melon,Ethereum,Indexes,enzyme-finance,75.87,-0.11349024158498366,-2.334165144474582,1.9659733217453663
125,2807,MatrixDock,STBT,short-term-t-bill-token,Ethereum,RWA,matrixdock,72.39,0.0,0.043522100567955135,0.33335564287946795
126,1087,Algofi Lend,-,,Algorand,Lending,algofi-lend,69.74,-0.3672856921656802,-3.4342568028557707,-5.6201955726252635
127,135,Kava Mint,-,,Kava,CDP,kava-mint,68.76,0.4507410977852686,0.39433470569096585,-0.13839638577043445
128,204,Alchemix,ALCX,alchemix,Multi-Chain,Synthetics,alchemix,68.33,0.015234112062103122,-1.5535945879421433,2.4563200631361894
129,1108,Gearbox,GEAR,gearbox,Ethereum,Leveraged Farming,gearbox,65.01,-0.03261771103298372,-5.340011700343297,-5.748630092456921
130,1494,Minswap,MIN,minswap,Cardano,Dexes,minswap,64.95,0.16613039289472908,-1.069270392055472,11.990027414892921
131,1544,Concentrator,CTR,concentrator,Ethereum,Yield,concentrator,64.63,0.03795407384710359,-2.141284013052001,1.1371891936781395
132,2266,Kava Earn,-,,Kava,Yield Aggregator,kava-earn,64.58,0.19253267201131052,-8.84217169854577,-14.0635777245232
133,2262,Kava Liquid,-,,Kava,Liquid Staking,kava-liquid,64.52,0.1926585119187223,-8.849118206526967,-14.073636456380981
134,2121,Frax Swap,-,,Multi-Chain,Dexes,frax-swap,63.13,-0.1541443308930326,-2.1972232212387013,-1.6771994777179913
135,2369,Phemex,-,,Multi-Chain,CEX,phemex,63.02,0.04052230809929824,-43.88640828546111,-30.47555207373837
136,2111,UwU Lend,UWU,uwu-lend,Ethereum,Lending,uwu-lend,62.09,-0.01719385624072345,0.23987353411204992,5.652865504318811
137,1995,Bancor V3,BNT,,Ethereum,Dexes,bancor-v3,61.67,-0.37202023598335643,-2.2239246378510984,1.5085870087891493
138,243,Flamincome,FLAG,,Ethereum,Yield Aggregator,flamincome,61.55,-0.021534463535971327,-1.8389438064931198,1.1099312140618167
139,654,Beethoven X,BEETS,beethoven-x,Multi-Chain,Dexes,beethoven-x,61.25,-0.2687791574994378,-3.141048077609341,-8.599427951318546
140,172,Index Coop,INDEX,index-cooperative,Ethereum,Indexes,index-coop,61.02,-0.2344397016139368,-3.434096373052796,2.4295304382357017
141,2239,Quickswap V3,QUICK,,Multi-Chain,Dexes,quickswap-v3,59.84,-0.09307203848615586,-3.121898411757712,1.443146828238028
142,143,Flexa,AMP,amp-token,Ethereum,Payments,flexa,59.37,-0.5998146661858783,-1.0258200197894638,-4.934232980984035
143,1901,DxSale,DX,dxsale-network,Multi-Chain,Launchpad,dxsale,59.35,0.007769850372767451,,
144,951,4Swap,-,,Mixin,Dexes,4swap,58.75,0.030156731336063558,-1.5420876563688353,-0.43385122951772814
145,302,SpookySwap,BOO,spookyswap,Fantom,Dexes,spookyswap,58.63,-0.5041021530293222,-4.416939452657658,-8.616181431787012
146,2311,CoinDCX,-,,Multi-Chain,CEX,coindcx,58.6,-0.15807916836740787,-2.3232110981656007,1.6820572260130433
147,160,Homora V2,ALPHA,alpha-finance,Multi-Chain,Yield,homora-v2,57.98,-0.09170899611972061,-1.8127902873160622,1.5505407748957083
148,151,Rhino.fi,DVF,dvf,Multi-Chain,Dexes,rhino.fi,57.65,-0.15371586150806138,184.17281043263284,183.45596579465962
149,2205,Pando Leaf,-,,Mixin,CDP,pando-leaf,57.47,0.19411873317214656,-2.802266322833873,1.7213236414895192
150,2237,Axelar,AXL,axelar,Multi-Chain,Bridge,axelar,57.09,0.3192284873837963,-2.5506635754003497,-11.514817655948534
151,1018,Gains Network,GNS,gains-network,Multi-Chain,Derivatives,gains-network,57.03,-0.01579149303644556,-1.6594045057173048,-0.6309856238373186
152,449,QiDao,QI,qi-dao,Multi-Chain,CDP,qidao,56.76,-0.1346043699648476,-2.4643221787421794,1.2740841277032189
153,2038,Helio Protocol,HAY,helio-protocol-hay,Binance,CDP,helio-protocol,56.56,0.02171956933196384,-2.141078564666415,-0.1829753107633536
154,1928,CIAN,-,,Multi-Chain,Services,cian,56.07,0.10491023042172287,-3.038049933082121,5.344973277635006
155,2226,Wombex Finance,WMX,wombex,Multi-Chain,Yield,wombex-finance,55.8,-0.1335591094904487,,-19.544241007761087
156,2728,SyncSwap,-,,zkSync Era,Dexes,syncswap,54.95,0.021839401495711286,-0.22663839190693125,23.658336288114583
157,425,Tranchess,CHESS,tranchess,Multi-Chain,Yield,tranchess,52.96,0.2338478958551633,-2.722754063553481,3.114486223899121
158,1453,EOS REX,EOS,eos,EOS,Lending,eos-rex,52.2,0.04742762840986359,-2.210463844834919,4.013783322704143
159,2906,Joe V2.1,JOE,,Multi-Chain,Dexes,joe-v2.1,52.07,0.7165791223245463,0.7765226482547405,5.172584976756369
160,854,xExchange,MEX,maiar-dex,Elrond,Dexes,xexchange,48.95,-0.5373972598677597,-1.639194857388162,1.4115954054424407
161,2949,CRETH2,CREAM,,Ethereum,Liquid Staking,creth2,46.97,-0.11452301698578538,-2.387900467538998,2.7967175194139884
162,1207,Across,ACX,across-protocol,Ethereum,Cross Chain,across,45.61,0.023582061116584896,-1.3920978850234178,1.6790532564892686
163,1985,Canto Dex,-,,Canto,Dexes,canto-dex,45.2,0.01620268316926854,-0.6800117298250683,-9.081401688577628
164,2254,MUX Protocol,MCB,mcdex,Multi-Chain,Derivatives,mux-protocol,43.78,0.043399179251224496,-2.071672169262783,-3.383081515011881
165,331,MoneyOnChain,MOC,,RSK,Lending,moneyonchain,43.72,-0.014831843969005831,-1.3154321263950663,2.0818711788213307
166,506,Tetu Earn,TETU,,Multi-Chain,Yield,tetu-earn,43.69,-0.39910282236999706,-2.587793694715117,-1.2707216832257444
167,612,Vires Finance,VIRES,vires-finance,Waves,Lending,vires-finance,43.11,0.053440026503153604,0.7413685265271681,0.31348645842390965
168,123,dForce,DF,dforce-token,Multi-Chain,Lending,dforce,42.64,-0.04727817081726471,-1.944831377105288,0.535489596830601
169,1772,ApolloX,APX,apollox-2,Multi-Chain,Derivatives,apollox,42.37,0.03671944021741069,-0.46087302893609206,1.0099923489208749
170,2864,THENA FUSION,THE,,Binance,Dexes,thena-fusion,41.86,0.014481741053160135,-2.27882847258374,5.744238966064444
171,304,Flamingo Finance,FLM,flamingo-finance,NEO,Dexes,flamingo-finance,41.79,0.07375435696108923,-1.3128897231749335,0.17401091017723047
172,2020,Silo Finance,SILO,silo-finance,Multi-Chain,Lending,silo-finance,41.74,0.009053152444920443,-1.0175610126846806,18.205855504119256
173,2537,Flux Finance,-,,Ethereum,Lending,flux-finance,41.45,0.0009451647455591683,-1.5120442441363053,-5.6116373583305545
174,146,DODO,DODO,dodo,Multi-Chain,Dexes,dodo,41.34,-0.14792037302855476,-1.4673211168657616,-1.1801957050030154
175,2298,Coinsquare,-,,Multi-Chain,CEX,coinsquare,40.36,-0.10348044495027864,-2.9341540516399363,-51.30071358030306
176,283,Orca,ORCA,orca,Solana,Dexes,orca,40.04,-0.10481307997322631,-0.6840889328980353,2.0576494731033677
177,468,Trader Joe DEX,JOE,,Multi-Chain,Dexes,trader-joe-dex,39.66,-0.3029273932324372,-3.640055977179628,-3.795681575276163
178,173,Badger DAO,BADGER,badger-dao,Multi-Chain,Yield Aggregator,badger-dao,39.36,-0.20249347978470666,-2.9833706332839256,-0.4412719710803543
179,2169,BabyDogeSwap,BabyDoge,baby-doge-coin,Binance,Dexes,babydogeswap,39.11,-0.0027652408483760382,-4.613623860951861,-2.541687645990095
180,1023,Overnight USD+,-,,Multi-Chain,CDP,overnight-usd+,38.03,0.09666744155185825,0.11880103382158325,-1.0218115299326627
181,2461,Ad-Astra Bridge,-,,Ethereum,Bridge,ad-astra-bridge,38.02,0.0918599564804623,-1.742689935116502,-13.622858282682799
182,1619,JPEG'd,JPEG,jpeg-d,Ethereum,NFT Lending,jpegd,37.81,-0.00805739139919126,-0.9120906921667142,4.87036785093477
183,1882,Ferro,FER,ferro,Cronos,Dexes,ferro,37.12,0.19469278694046466,,-1.1714833523468542
184,150,Idle,IDLE,idle,Multi-Chain,Yield Aggregator,idle,37.06,-0.040363787056747924,-1.1155716888927714,6.084074842055372
185,334,MDEX,MDX,mdex,Multi-Chain,Dexes,mdex,36.87,0.21480960035276553,-1.1580551160402592,0.6560910509417113
186,1556,Terra Bridge,-,,Multi-Chain,Bridge,terra-bridge,36.82,-0.07020979724370591,3.5119762970126374,5.2286347672119575
187,643,Geist Finance,GEIST,geist-finance,Fantom,Lending,geist-finance,36.79,-0.5059678069743399,-1.9343236909692791,-10.654405810333401
188,2925,WEMIX.FI Staking,-,,WEMIX,Staking Pool,wemix.fi-staking,36.17,-0.08592155855104977,-3.1439351782931055,4.22663380190636
189,954,REX Staking,-,,Telos,Lending,rex-staking,35.91,2.322580381917902,20.030279254306933,12.164098298807332
190,2251,Stride,STRD,stride,Stride,Liquid Staking,stride,35.62,-0.5515754075026678,-2.7350646117018442,2.5807970816097026
191,2539,unshETH,USH,unsheth,Ethereum,Indexes,unsheth,35.07,-0.12609757749011408,-1.4961186428580078,5.730851111514497
192,547,pNetwork,PNT,pnetwork,Multi-Chain,Cross Chain,pnetwork,34.92,0.09930486593843568,0.7671999994982741,
193,234,Notional,NOTE,notional-finance,Ethereum,Lending,notional,34.67,-0.01667982093557896,0.6548295846732941,3.348921980001762
194,2901,Swell,-,,Ethereum,Liquid Staking,swell,34.49,-0.09326861361738281,-1.6616895711627677,25.799256204641054
195,2235,Algo Liquid Governance,-,,Algorand,Liquid Staking,algo-liquid-governance,34.48,-0.40611739626127985,-3.606803565015838,-7.198757881106076
196,1853,Moonwell Artemis,WELL,moonwell-artemis,Moonbeam,Lending,moonwell-artemis,34.41,-0.03039507067046543,-1.14239195857094,-1.1542186060787998
197,2309,Indigo,INDY,indigo-dao-governance-token,Cardano,CDP,indigo,33.85,-0.34318908724142716,-1.4245003636008846,9.990029485970297
198,2626,ether.fi,-,,Ethereum,Liquid Staking,ether.fi,33.81,-0.12003669594000144,-2.5293340448265553,0.3285230553424725
199,1272,ioTube,-,crosschain-iotx,Multi-Chain,Bridge,iotube,33.66,-0.006105137058597165,0.8661132755116654,-4.062467965362771
200,1667,Solv Protocol,SOLV,,Multi-Chain,NFT Marketplace,solv-protocol,33.61,0.05687767630880103,-0.19896339759638693,0.42026107131036383
201,149,B.Protocol,BPRO,b-protocol,Multi-Chain,Lending,b.protocol,33.56,-0.19122455473379318,-0.017147041961948162,0.45024181604757985
202,2231,Tangible,TNGBL,tangible,Polygon,RWA,tangible,33.39,0.09734715869058164,0.3618748863946024,0.50146004150713
203,207,Unslashed,USF,unslashed-finance,Ethereum,Insurance,unslashed,33.38,-0.12204805452066125,-2.35660824455762,2.853042481323783
